SpecimenID,Family,Order,Genus,Species,SpeciesCode,j_fg,Site,Region,TL,SL,FL,wt,length.cm.,a..cm.,b..cm.,calc_wt,gh,gw,dissected_by,stomach_contents,prey_size,coll_notes,dis_notes,ga,gh_ratio,gw_ratio,ga_ratio,observer_id
KIF11_448,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,30,HP.HF,253,206,NA,301.3,NA,NA,NA,NA,58,60.3,RT/SC,snot,,,,2746.851537,0.281553398,0.292718447,0.064729276,18
KIF11_498,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,27,HP.HF,260,212,NA,336.7,NA,NA,NA,NA,42.1,36.5,AO/KP,empty,,From the pier.  ID'd by RT on 5-Dec-11,From the pier.  ID'd by RT on 5-Dec-11,1206.882088,0.198584906,0.172169811,0.026853019,5
KIF11_1088,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,27,HP.HF,248,205,NA,244.7,NA,NA,NA,NA,45.4,49.3,AO/KP,stomach empty,,,,1757.893877,0.221463415,0.240487805,0.041829717,5
KIF12_082,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,2,LP.MF,283,243,NA,390,NA,NA,NA,NA,70.8,72.1,AB,empty gut,NA,,,4009.206297,0.291358025,0.296707819,0.067896261,2
KIF12_085,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,24,LP.MF,256.2,210,NA,300,NA,NA,NA,NA,59,62,SC,digested fish matter; 40mm length - chunks of remains,40mm,See photos of prey items,See photos of prey items,2872.986482,0.280952381,0.295238095,0.065147086,19
KIF12_086,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,24,LP.MF,308,255,NA,460,NA,NA,NA,NA,65,73,AB,gut shot; empty,NA,,,3726.714285,0.254901961,0.28627451,0.057312023,2
KIF12_094,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,40,HP.MF,287,239,NA,370,NA,NA,NA,NA,59.3,62.7,RT,gut shot,NA,,,2920.196765,0.248117155,0.262343096,0.051122998,14
KIF12_171,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,40,HP.MF,138.6,134.2,NA,380,NA,NA,NA,NA,63.9,66.5,MW,shrimp; see photo,30.1mm,,,3337.431686,0.476154993,0.495529061,0.185313626,13
KIF12_189,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,19,LP.LF,256,211.1,NA,320,NA,NA,NA,NA,61.3,67.3,SC,snot,,,,3240.152269,0.290383704,0.318806253,0.072709131,19
KIF12_193,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,19,LP.LF,268,225,NA,305,NA,NA,NA,NA,63.5,67.3,LW,empty gut,,,,3356.438321,0.282222222,0.299111111,0.066300016,12
KIF12_209,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,33,HP.MF,246,198,NA,240,NA,NA,NA,NA,51.7,55.1,MW,digested fish(?) - white paste,,,,2237.340186,0.261111111,0.278282828,0.057069181,13
KIF12_210,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,33,HP.MF,231.1,189.7,NA,200,NA,NA,NA,NA,50.6,55.9,SC,yellow snot,,,,2221.530121,0.266736953,0.294675804,0.061733023,19
KIF12_285,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,24,LP.MF,398,330,NA,1100,NA,NA,NA,NA,96.1,99.7,SC,empty stomach,,,,7525.033321,0.291212121,0.302121212,0.069100398,19
KIF12_300,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,3,LP.MF,262,204,NA,295,NA,NA,NA,NA,40,61,RT,empty stomach,,,,1916.371519,0.196078431,0.299019608,0.046048912,14
KIF12_372,Serranidae,Perciformes,Cephalopholis,argus,CE.ARGU,Pi,15,LP.LF,221,182,NA,200.6,NA,NA,NA,NA,61,57.2,AB,mushed fish remains,,,,2740.411272,0.335164835,0.314285714,0.082731894,2
KIF11_429,Labridae,Perciformes,Scarus,rubroviolaceus,SC.RUBR,HE/DE,27,HP.HF,520,409,480,2650,NA,NA,NA,NA,56.4,35.1,RT/SC,scarid shit,,,,1554.80562,0.137897311,0.085819071,0.009294574,18
KIF11_434,Labridae,Perciformes,Scarus,rubroviolaceus,SC.RUBR,HE/DE,30,HP.HF,371,293,346,950.6,NA,NA,NA,NA,37.3,30.5,RT/SC,scarid shit,,,,893.5082206,0.127303754,0.104095563,0.010407905,18
KIF11_452,Labridae,Perciformes,Scarus,rubroviolaceus,SC.RUBR,HE/DE,30,HP.HF,350,335,354,975,NA,NA,NA,NA,38.8,27.1,RT/SC,,,,,825.8304608,0.115820896,0.080895522,0.007358703,18
KIF11_454,Labridae,Perciformes,Scarus,rubroviolaceus,SC.RUBR,HE/DE,30,HP.HF,437,348,411,1465.1,41.1,0.02337,2.95646,1380.122083,43.7,32.2,RT/SC,,,,,1105.165172,0.125574713,0.092528736,0.009125753,18
KIF12_032,Labridae,Perciformes,Scarus,rubroviolaceus,SC.RUBR,HE/DE,30,HP.HF,268,236,260,290,26,0.02337,2.95646,356.4271818,14,17.2,AB,goop,NA,,,189.1238777,0.059322034,0.072881356,0.003395646,2
KIF12_045,Labridae,Perciformes,Scarus,rubroviolaceus,SC.RUBR,HE/DE,9,HP.MF,95,80,NA,14.3,NA,NA,NA,NA,7.2,6,RT,,NA,,,33.92920066,0.09,0.075,0.005301438,14
KIF12_119,Labridae,Perciformes,Scarus,rubroviolaceus,SC.RUBR,HE/DE,30,HP.HF,570,420,472,1816,47.2,0.02337,2.95646,2077.788191,59,41.5,SC,,NA,Note: hang balance may have been inaccurate on these - may have to correct via L-W  ,Note: hang balance may have been inaccurate on these - may have to correct via L-W  ,1923.047403,0.14047619,0.098809524,0.010901629,19
KIF12_129,Labridae,Perciformes,Scarus,rubroviolaceus,SC.RUBR,HE/DE,30,HP.HF,475,340,400,1220,40,0.02337,2.95646,1273.752339,46.9,32.3,SC,,NA,,,1189.776116,0.137941176,0.095,0.010292181,19
KIF12_132,Labridae,Perciformes,Scarus,rubroviolaceus,SC.RUBR,HE/DE,30,HP.HF,388,310,368,900,36.8,0.02337,2.95646,995.463073,42,30.1,SC,,NA,,,992.9003582,0.135483871,0.097096774,0.01033195,19
KIF12_135,Labridae,Perciformes,Scarus,rubroviolaceus,SC.RUBR,HE/DE,30,HP.HF,518,391,459,1790,45.9,0.02337,2.95646,1913.11662,56.1,35.3,SC,,NA,,,1555.347545,0.143478261,0.09028133,0.010173583,19
KIF12_123,Serranidae,Perciformes,Variola,louti,VA.LOUT,Pi,40,HP.MF,580,458,510,2270,NA,NA,NA,NA,91,96,RT,goatfish,120mm,jaw is in rigour mortis; Note: hang balance may have been inaccurate on these - may have to correct via L-W  ,jaw is in rigour mortis; Note: hang balance may have been inaccurate on these - may have to correct via L-W  ,6861.238355,0.198689956,0.209606987,0.032709323,14
KIF12_124,Serranidae,Perciformes,Variola,louti,VA.LOUT,Pi,40,HP.MF,538,392,470,1362,53.8,0.01219,3.07913,2602.000251,90,96,SC,gut completely empty,NA,Note: hang balance may have been inaccurate on these - may have to correct via L-W  ,Note: hang balance may have been inaccurate on these - may have to correct via L-W  ,6785.840132,0.229591837,0.244897959,0.044160247,19
KIF12_126,Serranidae,Perciformes,Variola,louti,VA.LOUT,Pi,30,HP.HF,385,280,330,570,38.5,0.01219,3.07913,928.6314796,67,72.5,SC,i) hawkfish - forsteri 64.0mm partial length from head to mid-body; ii) unidentified fish - 73.5mm TL; iii) fairly digested fish 55.0mm TL; iv) hawkfish(?) - 75.3mm TL,see stomach description,,,3815.071579,0.239285714,0.258928571,0.048661627,19
KIF12_131,Serranidae,Perciformes,Variola,louti,VA.LOUT,Pi,30,HP.HF,430,324,370,820,43,0.01219,3.07913,1305.165037,65,74.4,RT,fish ,108mmTL,,,3798.185518,0.200617284,0.22962963,0.036181465,14
KIF12_216,Serranidae,Perciformes,Variola,louti,VA.LOUT,Pi,27,HP.HF,361.2,263,310.6,530,36.12,0.01219,3.07913,762.9771107,65.8,68.3,SC,shrimp - see photo,49mm,,,3529.689302,0.250190114,0.259695817,0.051029931,19
KIF12_231,Serranidae,Perciformes,Variola,louti,VA.LOUT,Pi,33,HP.MF,590,442,500,1816,NA,NA,NA,NA,79.4,101.5,RT,snotty snot,,,. Original recorded weight: 4lbs,6329.602339,0.179638009,0.229638009,0.032399021,14
KIF12_281,Serranidae,Perciformes,Variola,louti,VA.LOUT,Pi,38,LP.MF,710,530,590,3405,NA,NA,NA,NA,116.8,128.3,SC,whiteish gray snot,,,. Original recorded weight: 7.5lbs,11769.53705,0.220377358,0.242075472,0.041899384,19
KIF12_282,Serranidae,Perciformes,Variola,louti,VA.LOUT,Pi,3,LP.MF,551,414,474,1816,NA,NA,NA,NA,85,98,LW,AP.FURC(KIF12_283) in mouth,,otoliths in pieces,otoliths in pieces. Original recorded weight: 4lbs,6542.366701,0.20531401,0.236714976,0.038171058,12
KIF12_297,Serranidae,Perciformes,Variola,louti,VA.LOUT,Pi,3,LP.MF,219,172,200,127.7,NA,NA,NA,NA,49.5,44.6,AB,empty stomach,,,,1733.923525,0.287790698,0.259302326,0.058610179,2
KIF12_305,Serranidae,Perciformes,Variola,louti,VA.LOUT,Pi,38,LP.MF,248,182,212,170,NA,NA,NA,NA,35,41.4,RT,snot,,,,1138.041939,0.192307692,0.227472527,0.03435702,14
KIF12_314,Serranidae,Perciformes,Variola,louti,VA.LOUT,Pi,15,LP.LF,718,606,588,3178,NA,NA,NA,NA,105,102.1,AB,empty stomach,,,. Original recorded weight: 7lbs,8419.861011,0.173267327,0.168481848,0.022927657,2
KIF12_324,Serranidae,Perciformes,Variola,louti,VA.LOUT,Pi,15,LP.LF,580,418,484,1589,NA,NA,NA,NA,95,115,SC,empty stomach,,bunch of mineral clumps on connective tissue - put in vial instead of gut,bunch of mineral clumps on connective tissue - put in vial instead of gut. Original recorded weight: 3.5lbs,8580.474935,0.227272727,0.275119617,0.049108737,19
KIF11_018,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,34,HP.LF,178,140,165,91.1,NA,NA,NA,NA,32.81,30.76,SC,empty,,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018","no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",792.6517867,0.234357143,0.219714286,0.040441418,19
KIF11_025,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,35,HP.LF,189,149,172,110.6,NA,NA,NA,NA,33.84,32.36,SC,"fish, >=60mm and other digested tissue",60,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018","no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",860.0599978,0.227114094,0.217181208,0.038739696,19
KIF11_100,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,19,LP.LF,585,485,552,3.00E+03,NA,NA,NA,NA,76,93.5,RT,100% pterocaesio tile; 19+ individuals,50 to 120,,,5581.039349,0.156701031,0.192783505,0.023726387,14
KIF11_101,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,19,LP.LF,530,455,510,2420,NA,NA,NA,NA,76,84.7,RT,at least 6 caesionids and other unidentifiable fish remains,40 to 60,,,5055.765057,0.167032967,0.186153846,0.024421036,14
KIF11_129,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,9,HP.MF,214,166,190,150.8,NA,NA,NA,NA,40,42.8,,small amount of digesting fish material,,,,1344.601656,0.240963855,0.257831325,0.048795241,1
KIF11_152,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,3,LP.MF,204,157,187,132.7,NA,NA,NA,NA,38.3,57.4,,unidentifiable snot,,,,1726.63503,0.243949045,0.365605096,0.070048888,1
KIF11_224,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,10,LP.LF,229,175,209,184.9,NA,NA,NA,NA,38,37.1,RT/SC,Fish scales and bones,,,,1107.254331,0.217142857,0.212,0.036155243,18
KIF11_225,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,10,LP.LF,268,205,245,294.5,NA,NA,NA,NA,46,52.7,RT/SC,empty,,,,1903.962228,0.224390244,0.257073171,0.045305466,18
KIF11_227,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,15,LP.LF,524,425,490,2180,NA,NA,NA,NA,72,73,RT/SC,digested fish tissue,,,,4128.052747,0.169411765,0.171764706,0.022854271,18
KIF11_228,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,15,LP.LF,575,465,530,2920,NA,NA,NA,NA,78,72,RT/SC,digested fish,>45mm,,,4410.796086,0.167741935,0.15483871,0.020399103,18
KIF11_239,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,40,HP.MF,292,241,270,381.5,NA,NA,NA,NA,46,43.5,RT/SC,digesting fish,>30mm,,,1571.581725,0.190871369,0.180497925,0.027058448,18
KIF11_242,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,40,HP.MF,176,144,161,83.8,NA,NA,NA,NA,30,28.3,RT/SC,digesting fish snot,,,,666.8030407,0.208333333,0.196527778,0.032156782,18
KIF11_396,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,38,LP.MF,340,263,310,593.9,NA,NA,NA,NA,51.1,58.3,RT/SC,Pterocaesio,129mm,,,2339.803231,0.194296578,0.221673004,0.033827339,18
KIF11_417,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,24,LP.MF,238,182,215,202.9,NA,NA,NA,NA,45.5,43.5,RT/SC,snot,,,,1554.499315,0.25,0.239010989,0.046929698,18
KIF11_418,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,24,LP.MF,209,160,186,129,NA,NA,NA,NA,30.7,35,RT/SC,unidentifiable fish remains,>25mm,,,843.9103266,0.191875,0.21875,0.032965247,18
KIF11_419,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,40,HP.MF,198,156,180,104.2,NA,NA,NA,NA,35.2,34.4,RT/SC,fish scales - chum,,,,951.0229281,0.225641026,0.220512821,0.039078851,18
KIF11_420,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,40,HP.MF,296,234,270,387.2,NA,NA,NA,NA,50,47.7,RT/SC,chum,,,,1873.17462,0.213675214,0.203846154,0.034209486,18
KIF11_421,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,40,HP.MF,322,255,295,479.9,NA,NA,NA,NA,54.4,48.2,RT/SC,chum,,,,2059.376816,0.213333333,0.189019608,0.031670539,18
KIF11_422,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,40,HP.MF,341,266,312,560.9,NA,NA,NA,NA,57.3,54.6,RT/SC,schmitz,,,,2457.180986,0.215413534,0.205263158,0.034727528,18
KIF11_425,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,3,LP.MF,304,237,272,411,NA,NA,NA,NA,49.1,44.6,RT/SC,chum,,,,1719.912022,0.207172996,0.188185654,0.030620307,18
KIF11_427,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,3,LP.MF,213,163,193,139.8,NA,NA,NA,NA,34.4,37,RT/SC,chum + snot,,,,999.6547824,0.211042945,0.226993865,0.037624855,18
KIF11_444,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,8,HP.LF,364,285,336,757.7,NA,NA,NA,NA,57,54,RT/SC,fish mush,,,,2417.455547,0.2,0.189473684,0.029762457,18
KIF11_461,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,40,HP.MF,220,168,200,175.3,NA,NA,NA,NA,39.5,36.8,RT/SC,chum,,,,1141.65477,0.235119048,0.219047619,0.040449786,18
KIF11_462,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,40,HP.MF,168,129,154,67.5,NA,NA,NA,NA,32,31.2,RT/SC,chum,,gutshot,gutshot,784.1415263,0.248062016,0.241860465,0.047121058,18
KIF11_301,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,10,LP.LF,560,454,520,2900,NA,NA,NA,NA,89,71.2,RT/SC,fish remains >108mm,>108mm,,,4976.911082,0.196035242,0.156828194,0.024146166,18
KIF12_007,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,30,HP.HF,180,137,169,73,NA,NA,NA,NA,30,25.5,RT,stomach empty,NA,,,600.829595,0.218978102,0.186131387,0.032011806,14
KIF12_011,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,30,HP.HF,149.4,111.4,134.7,43.4,NA,NA,NA,NA,27.3,29,SC,,NA,,,621.799726,0.245062837,0.26032316,0.050104894,19
KIF12_067,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,25,LP.MF,236,184,214,166,NA,NA,NA,NA,33.7,39,RT,2 crabs: 8mm carapace width;  7 mm carapace width; fish scales,8mm; 7mm,See photos of prey items,See photos of prey items,1032.248806,0.183152174,0.211956522,0.030489391,14
KIF12_069,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,25,LP.MF,249,199,236,260,NA,NA,NA,NA,35.6,42.7,SC/MW,fish scales;  large piece of fish (skin?),NA,See photos of prey items,See photos of prey items,1193.899456,0.178894472,0.214572864,0.030148215,20
KIF12_120,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,40,HP.MF,141.2,109.1,130.8,36.3,NA,NA,NA,NA,30.3,28.7,AB,mantis shrimp; see photo,20mm,,,682.9900969,0.277726856,0.263061412,0.057380576,2
KIF12_121,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,40,HP.MF,217,169,198,140,NA,NA,NA,NA,39.1,43.1,LW,fish scales (n~=6); see photo,12mm,,,1323.560839,0.231360947,0.255029586,0.046341544,12
KIF12_125,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,30,HP.HF,274,224,262,210,NA,NA,NA,NA,48.6,51.6,AB,,NA,,,1969.590098,0.216964286,0.230357143,0.039253629,2
KIF12_155,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,6,HP.LF,147.9,113.1,133.2,40,NA,NA,NA,NA,27.4,29.9,LW,crab bits,NA,,,643.4452993,0.242263484,0.264367816,0.050302135,12
KIF12_174,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,30,HP.HF,192,152,173,85.6,NA,NA,NA,NA,25.1,24.2,AB,whole snail; see photo; crustacean remains; pincers; shells,snail: 8.0mm,,,477.0665524,0.165131579,0.159210526,0.020648656,2
KIF12_190,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,19,LP.LF,330,255,290,360,NA,NA,NA,NA,57.3,66.4,SC,fish scale, crustacean remains,,,2988.2201,0.224705882,0.260392157,0.045954942,19
KIF12_195,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,19,LP.LF,360,294,332,680,NA,NA,NA,NA,56.6,60.1,AB,crab larvae,,,,2671.657517,0.192517007,0.204421769,0.030909083,2
KIF12_196,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,19,LP.LF,440,350,400,1130,NA,NA,NA,NA,68.6,79.2,RT,non-descriptive digested shit,,,,4267.16247,0.196,0.226285714,0.034833979,14
KIF12_207,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,40,HP.MF,135.6,100.8,123,36.6,NA,NA,NA,NA,30.3,30.7,SC,shrimp. Fish scales (see photo),shrimp 2cm,,,730.5852256,0.300595238,0.304563492,0.071903465,19
KIF12_208,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,40,HP.MF,256,204,232,240,NA,NA,NA,NA,45.5,45.5,AB,empty stomach,,,,1625.970548,0.223039216,0.223039216,0.039070803,2
KIF12_234,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,40,HP.MF,510,400,460,1640,NA,NA,NA,NA,80,88,SC,tuna chum, none retained,,,5529.20307,0.2,0.22,0.034557519,19
KIF12_278,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,38,LP.MF,666,538,602,4540,NA,NA,NA,NA,97.1,117.3,SC,empty stomach,,,. Original recorded weight: 10lbs,8945.551563,0.180483271,0.21802974,0.030905984,19
KIF12_294,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,3,LP.MF,302,240,276,380,NA,NA,NA,NA,57.1,57,SC,digested fish remains,65mm,,,2556.235402,0.237916667,0.2375,0.044379087,19
KIF12_304,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,38,LP.MF,338,270,310,590,NA,NA,NA,NA,59,59.4,SC,fish scales & crustacean parts,,,,2752.506403,0.218518519,0.22,0.037757289,19
KIF11_344,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,10,LP.LF,234,184,211,176.9,NA,NA,NA,NA,23.2,22.6,KP,couldn't retrieve,,"CHECK WITH KELSEA - NOTES SAY SHOT THROUGH EYE, BUT DOES NOT APPEAR TO BE SO IN THE PHOTO, AND MEASUREMENTS DON'T LINE UP VERY WELL;shot through eye","CHECK WITH KELSEA - NOTES SAY SHOT THROUGH EYE, BUT DOES NOT APPEAR TO BE SO IN THE PHOTO, AND MEASUREMENTS DON'T LINE UP VERY WELL;shot through eye",411.799965,0.126086957,0.122826087,0.012163279,10
KIF12_313,Lutjanidae,Perciformes,Lutjanus,bohar,LU.BOHA,Pi,15,LP.LF,698,494,664,3178,NA,NA,NA,NA,99.3,102,AB,empty stomach,,,. Original recorded weight: 7lbs,7954.983838,0.201012146,0.206477733,0.032597583,2
KIF12_031,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,30,HP.HF,77.3,60.3,NA,13.5,NA,NA,NA,NA,7,4,SC,green-goo; algae,NA,,,21.99114858,0.116086235,0.066334992,0.006048021,19
KIF12_047,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,9,HP.MF,63.8,50.8,NA,7.4,NA,NA,NA,NA,3.4,2.2,SC,green stuff,NA,,,5.874778262,0.066929134,0.043307087,0.002276481,19
KIF12_070,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,30,HP.HF,71.5,59.8,NA,10.3,NA,NA,NA,NA,4.6,3.5,AB,,NA,Whole stomach retained,Whole stomach retained,12.64491043,0.076923077,0.058528428,0.003536009,2
KIF12_071,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,25,LP.MF,61,47.7,NA,6,NA,NA,NA,NA,3.8,2.9,RT,,NA,,,8.655087761,0.07966457,0.060796646,0.003803949,14
KIF12_175,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,40,HP.MF,95.5,74.7,NA,25,NA,NA,NA,NA,4.9,5.4,MW,goop-brown,,,,20.7816354,0.065595716,0.072289157,0.003724247,13
KIF12_182,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,30,HP.HF,89.9,70.8,NA,23.6,NA,NA,NA,NA,5.4,6.2,MW,hard packed red algae,,,,26.29513051,0.076271186,0.087570621,0.005245765,13
KIF12_184,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,40,HP.MF,99.5,79.9,NA,27,NA,NA,NA,NA,6.4,5,LW,dark green matter, muscle ??,,,25.13274123,0.080100125,0.062578223,0.003936827,12
KIF12_185,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,40,HP.MF,87.6,70.2,NA,21.8,NA,NA,NA,NA,4.6,3.6,MW,red algae - same as #182,,end of afternoon dissections,end of afternoon dissections,13.00619359,0.065527066,0.051282051,0.002639222,13
KIF12_456,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,8,HP.LF,71.7,57.1,NA,10.7,NA,NA,NA,NA,5.1,4,GAJ,green goop,,tail broken. Originally labelled KIF12_385,tail broken. Originally labelled KIF12_385,16.02212253,0.089316988,0.070052539,0.004914143,6
KIF12_406,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,8,HP.LF,69.4,55.5,NA,9.92,NA,NA,NA,NA,5.8,5.4,GAJ,brown goop,,,,24.59867048,0.104504505,0.097297297,0.007985933,6
KIF12_407,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,35,HP.LF,80.3,63.8,NA,11.39,NA,NA,NA,NA,6.1,6.6,GAJ,brown goop,,,,31.62013006,0.095611285,0.103448276,0.007768234,6
KIF12_408,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,35,HP.LF,79.1,60.9,NA,11.72,NA,NA,NA,NA,7.4,8.3,GAJ,brown goop,,,,48.2391552,0.121510673,0.136288998,0.01300664,6
KIF12_409,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,35,HP.LF,53,40.4,NA,4.27,NA,NA,NA,NA,5.9,5.8,GAJ,light brown goop,,,,26.87632515,0.146039604,0.143564356,0.016466722,6
KIF12_410,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,35,HP.LF,50.8,42.1,NA,4.88,NA,NA,NA,NA,5.6,6.1,GAJ,brown goop,,tail broken,tail broken,26.82920126,0.133016627,0.144893112,0.01513713,6
KIF12_413,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,34,HP.LF,74.4,60.4,NA,12.09,NA,NA,NA,NA,5.8,5.9,GAJ,greenish goop,,No Date; No otoliths,No Date; No otoliths,26.87632515,0.09602649,0.097682119,0.007367091,6
KIF12_414,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,34,HP.LF,68.8,55.5,NA,9.74,NA,NA,NA,NA,5.5,5.4,GAJ,brownish goop,,No Date,No Date,23.32632545,0.099099099,0.097297297,0.007572868,6
KIF12_415,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,34,HP.LF,56.7,45.1,NA,5.32,NA,NA,NA,NA,4.6,5.4,GAJ,brownish goop,,No Date,No Date,19.50929038,0.101995565,0.119733925,0.009591541,6
KIF12_416,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,34,HP.LF,84.3,67.5,NA,16.25,NA,NA,NA,NA,6.6,6.4,GAJ,greenish brown goop,,No Date,No Date,33.17521842,0.097777778,0.094814815,0.007281255,6
KIF12_417,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,40,HP.MF,91.4,72.2,NA,21.02,NA,NA,NA,NA,6.4,8.3,GAJ,greenish brown goop,,Date uncertain: on or before 2012/08/23,Date uncertain: on or before 2012/08/23,41.72035044,0.088642659,0.114958449,0.008003382,6
KIF12_418,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,40,HP.MF,93.3,72.4,NA,28.5,NA,NA,NA,NA,7.4,7.5,GAJ,greenish brown goop,,Date uncertain: on or before 2012/08/23,Date uncertain: on or before 2012/08/23,43.58959807,0.102209945,0.10359116,0.008315832,6
KIF12_419,Pomacanthidae,Perciformes,Centropyge,flavissima,CE.FLAV,HE/DE,40,HP.MF,97.9,81.4,NA,26.53,NA,NA,NA,NA,8.5,8.5,GAJ,greenish brown goop,,Date uncertain: on or before 2012/08/23,Date uncertain: on or before 2012/08/23,56.74501731,0.104422604,0.104422604,0.008564045,6
