pk_SpecimenID,SpeciesCode,GuildCode,SpecimenID,SampleID,Treatment,SiteName,Fishing,gh,gw,TLMM,SLMM,FLMM,wt,SizeClass,Notes,notes,TypeCode
2450,MO.GRAN,BI,KIF12_156,KIF12_156_1,Non-Acidified,6,HP.LF,43.1,33.1,245,196,,200,128 - 256 g,,,Fish
2452,MO.GRAN,BI,KIF12_158,KIF12_158_1,Non-Acidified,6,HP.LF,41.9,33.3,237,188,,255,128 - 256 g,,,Fish
1596,MO.GRAN,BI,KIF11_229,KIF11_229_1,Non-Acidified,40,HP.MF,37.3,30,246,187,214,257.4,256 - 512 g,,,Fish
1526,MO.GRAN,BI,KIF11_159,KIF11_159_1,Non-Acidified,27,HP.HF,29.2,30.1,243,187,212,257.3,256 - 512 g,,,Fish
2399,MO.GRAN,BI,KIF12_105,KIF12_105_1,Non-Acidified,3,LP.MF,38.6,28.3,245.4,186,,290,256 - 512 g,,,Fish
1383,MO.GRAN,BI,KIF11_016,KIF11_016_1,Non-Acidified,34,HP.LF,37.29,32.92,241,186,208,253.1,128 - 256 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1383,MO.GRAN,BI,KIF11_016,KIF11_016_1,Non-Acidified,34,HP.LF,37.29,32.92,241,186,208,253.1,128 - 256 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
2634,MO.GRAN,BI,KIF12_340,KIF12_340_1,Non-Acidified,30,HP.HF,29.5,22.6,221,183,,154.5,128 - 256 g,,,Fish
2600,MO.GRAN,BI,KIF12_306,KIF12_306_1,Non-Acidified,38,LP.MF,34.5,32,228,182,,200,128 - 256 g,otoliths in pieces,,Fish
1439,MO.GRAN,BI,KIF11_072,KIF11_072_1,Non-Acidified,30,HP.HF,20.6,20,228,179,202,198.9,128 - 256 g,,,Fish
1381,MO.GRAN,BI,KIF11_014,KIF11_014_1,Non-Acidified,34,HP.LF,32.13,27.15,225,174,194,180,128 - 256 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1433,MO.GRAN,BI,KIF11_066,KIF11_066_1,Non-Acidified,27,HP.HF,27.9,24,219,172,195,170.6,128 - 256 g,,,Fish
1390,MO.GRAN,BI,KIF11_023,KIF11_023_1,Non-Acidified,35,HP.LF,28.32,27.96,221,170,198,189.4,128 - 256 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1390,MO.GRAN,BI,KIF11_023,KIF11_023_1,Non-Acidified,35,HP.LF,28.32,27.96,221,170,198,189.4,128 - 256 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1390,MO.GRAN,BI,KIF11_023,KIF11_023_1,Non-Acidified,35,HP.LF,28.32,27.96,221,170,198,189.4,128 - 256 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1597,MO.GRAN,BI,KIF11_230,KIF11_230_1,Non-Acidified,40,HP.MF,25.8,25.5,209,167,187,164.1,128 - 256 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1597,MO.GRAN,BI,KIF11_230,KIF11_230_1,Non-Acidified,40,HP.MF,25.8,25.5,209,167,187,164.1,128 - 256 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1597,MO.GRAN,BI,KIF11_230,KIF11_230_2,,40,HP.MF,25.8,25.5,209,167,187,164.1,128 - 256 g,,,Fish
2561,MO.GRAN,BI,KIF12_267,KIF12_267_1,Non-Acidified,8,HP.LF,24.3,26.1,180,129.9,,83.1,64 - 128 g,otoliths in pieces,,Fish
1540,MO.GRAN,BI,KIF11_173,KIF11_173_1,Non-Acidified,35,HP.LF,19.7,20.2,171,129,145,81.5,64 - 128 g,,,Fish
2564,MO.GRAN,BI,KIF12_270,KIF12_270_1,Non-Acidified,8,HP.LF,25.8,26.7,174.2,128,,98.8,64 - 128 g,,,Fish
1598,MO.GRAN,BI,KIF11_231,KIF11_231_1,,40,HP.MF,27.4,21.2,173,125,149,92.5,64 - 128 g,,,Fish
2323,MO.GRAN,BI,KIF12_029,KIF12_029_1,Non-Acidified,30,HP.HF,20.8,16.5,171.5,124.2,,67.1,64 - 128 g,,,Fish
2498,MO.GRAN,BI,KIF12_204,KIF12_204_1,Non-Acidified,30,HP.HF,24,24.3,173,123.7,,79,64 - 128 g,,,Fish
2500,MO.GRAN,BI,KIF12_206,KIF12_206_1,Non-Acidified,40,HP.MF,16.6,17.2,165.2,123.4,,82.1,64 - 128 g,,,Fish
2422,MO.GRAN,BI,KIF12_128,KIF12_128_1,Non-Acidified,30,HP.HF,20.6,21.3,160.5,120.8,,62.5,32 - 64 g,,,Fish
2324,PA.ARCA,BI,KIF12_030,KIF12_030_1,Non-Acidified,30,HP.HF,11.6,18.3,120,97,,26,16 - 32 g,,,Fish
1907,PA.ARCA,BI,KIF11_540,KIF11_540_1,,40,HP.MF,19.4,14.7,109.2,89.9,,24.7,16 - 32 g,no fork,,Fish
1799,PA.ARCA,BI,KIF11_336,KIF11_336_1,,33,HP.MF,7.2,6.9,112.2,89.8,104.4,28.1,16 - 32 g,1 otolith broken,,Fish
1834,PA.ARCA,BI,KIF11_371,KIF11_371_1,,40,HP.MF,18.5,14.8,107.5,88.4,107.5,24.1,16 - 32 g,,,Fish
1834,PA.ARCA,BI,KIF11_371,KIF11_371_1,,40,HP.MF,18.5,14.8,107.5,88.4,107.5,24.1,16 - 32 g,,,Fish
1811,PA.ARCA,BI,KIF11_348,KIF11_348_1,,40,HP.MF,21,18.3,108.2,88.3,97.7,26.1,16 - 32 g,CHECK WITH KELSEA WHY THIS WASN'T ID'D; tail broken/shot through brain,,Fish
1835,PA.ARCA,BI,KIF11_372,KIF11_372_1,,40,HP.MF,17.6,15.8,100.5,83.2,100.5,24.1,16 - 32 g,,,Fish
1836,PA.ARCA,BI,KIF11_373,KIF11_373_1,,40,HP.MF,18.5,15.5,103.2,82.6,103.2,17.7,16 - 32 g,,,Fish
1812,PA.ARCA,BI,KIF11_349,KIF11_349_1,,40,HP.MF,18.9,9.4,97.8,82,97.8,18.1,16 - 32 g,,,Fish
2475,PA.ARCA,BI,KIF12_181,KIF12_181_1,Non-Acidified,30,HP.HF,16.2,16.9,95.8,75.4,,15.3,8 - 16 g,,,Fish
1837,PA.ARCA,BI,KIF11_374,KIF11_374_1,,40,HP.MF,15.4,11.5,91,74.6,91,12.4,8 - 16 g,,,Fish
1838,PA.ARCA,BI,KIF11_375,KIF11_375_1,,40,HP.MF,15.1,15.4,91.1,74.5,91.1,13.9,8 - 16 g,,,Fish
1886,PA.ARCA,BI,KIF11_519,KIF11_519_1,,24,LP.MF,12.1,10,90.6,74.3,,14.3,8 - 16 g,,,Fish
1839,PA.ARCA,BI,KIF11_376,KIF11_376_1,,40,HP.MF,13.8,11.6,,73.8,,11.3,8 - 16 g,tail broken,,Fish
1800,PA.ARCA,BI,KIF11_337,KIF11_337_1,,33,HP.MF,7.7,5.4,91.8,73.4,86.8,13.9,8 - 16 g,,,Fish
2477,PA.ARCA,BI,KIF12_183,KIF12_183_1,Non-Acidified,30,HP.HF,17.8,16.9,86.6,69.8,,11.7,8 - 16 g,,,Fish
1840,PA.ARCA,BI,KIF11_377,KIF11_377_1,,40,HP.MF,9.5,7.8,76.5,64.1,71.7,9.3,8 - 16 g,tail broken,,Fish
1414,PA.INSU,BI,KIF11_047,KIF11_047_1,Non-Acidified,27,HP.HF,31.4,35.4,355,298,320,690.8,512 - 1024 g,,,Fish
2648,PA.INSU,BI,KIF12_354,KIF12_354_1,Non-Acidified,25,LP.MF,40,50.9,332,261,,409,256 - 512 g,,,Fish
1376,PA.INSU,BI,KIF11_009,KIF11_009_1,Non-Acidified,30,HP.HF,30.14,40.86,327,260,285,565.5,512 - 1024 g,date of processing not certain,,Fish
1376,PA.INSU,BI,KIF11_009,KIF11_009_1,Non-Acidified,30,HP.HF,30.14,40.86,327,260,285,565.5,512 - 1024 g,date of processing not certain,,Fish
2647,PA.INSU,BI,KIF12_353,KIF12_353_1,Non-Acidified,25,LP.MF,39,49.2,330,257,,520,512 - 1024 g,,,Fish
1493,PA.INSU,BI,KIF11_126,KIF11_126_1,Non-Acidified,38,LP.MF,40,45.6,324,257,283,489.4,256 - 512 g,,,Fish
1549,PA.INSU,BI,KIF11_182,KIF11_182_1,Non-Acidified,35,HP.LF,39.8,37.3,315,257,283,175.1,128 - 256 g,,,Fish
1427,PA.INSU,BI,KIF11_060,KIF11_060_1,,9,HP.MF,31.4,40.8,310,254,275,405.4,256 - 512 g,,,Fish
2615,PA.INSU,BI,KIF12_321,KIF12_321_1,Non-Acidified,15,LP.LF,40,45.1,311,253,,440,256 - 512 g,otolith in pieces,,Fish
1611,PA.INSU,BI,KIF11_244,KIF11_244_1,Non-Acidified,40,HP.MF,38,40.3,305,246,270,426.5,256 - 512 g,,,Fish
1453,PA.INSU,BI,KIF11_086,KIF11_086_1,Non-Acidified,35,HP.LF,26.6,36,305,243,265,413.8,256 - 512 g,,,Fish
1453,PA.INSU,BI,KIF11_086,KIF11_086_1,Non-Acidified,35,HP.LF,26.6,36,305,243,265,413.8,256 - 512 g,,,Fish
1453,PA.INSU,BI,KIF11_086,KIF11_086_1,Non-Acidified,35,HP.LF,26.6,36,305,243,265,413.8,256 - 512 g,,,Fish
1548,PA.INSU,BI,KIF11_181,KIF11_181_1,Non-Acidified,35,HP.LF,27.6,34.3,296,240,257,358.2,256 - 512 g,,,Fish
1558,PA.INSU,BI,KIF11_191,KIF11_191_1,Non-Acidified,3,LP.MF,31.8,36.6,295,238,254,324,256 - 512 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1558,PA.INSU,BI,KIF11_191,KIF11_191_2,Non-Acidified,3,LP.MF,31.8,36.6,295,238,254,324,256 - 512 g,,,Fish
1373,PA.INSU,BI,KIF11_006,KIF11_006_1,Non-Acidified,34,HP.LF,31.71,33.6,293,236,257,405.7,256 - 512 g,date of processing not certain,,Fish
1373,PA.INSU,BI,KIF11_006,KIF11_006_1,Non-Acidified,34,HP.LF,31.71,33.6,293,236,257,405.7,256 - 512 g,date of processing not certain,,Fish
1445,PA.INSU,BI,KIF11_078,KIF11_078_1,Non-Acidified,3,LP.MF,27.4,30,280,235,257,353,256 - 512 g,,,Fish
1746,PA.INSU,BI,KIF11_475,KIF11_475_1,Non-Acidified,11,LP.LF,28.5,34.9,284,235,248,317.4,256 - 512 g,,,Fish
1458,PA.INSU,BI,KIF11_091,KIF11_091_1,Non-Acidified,25,LP.MF,21,31.1,285,225,250,359.8,256 - 512 g,,,Fish
1604,PA.INSU,BI,KIF11_237,KIF11_237_1,Non-Acidified,40,HP.MF,32.7,36.7,282,223,252,279,256 - 512 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1604,PA.INSU,BI,KIF11_237,KIF11_237_2,Non-Acidified,40,HP.MF,32.7,36.7,282,223,252,279,256 - 512 g,,,Fish
1405,PA.INSU,BI,KIF11_038,KIF11_038_1,Non-Acidified,30,HP.HF,28,29.3,265,223,227,236.6,128 - 256 g,,,Fish
1396,PA.INSU,BI,KIF11_029,KIF11_029_1,,9,HP.MF,27.54,21.54,275,222,235,315.3,256 - 512 g,,,Fish
1570,PA.INSU,BI,KIF11_203,KIF11_203_1,Non-Acidified,3,LP.MF,28.5,37.6,278,222,245,311.6,256 - 512 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1570,PA.INSU,BI,KIF11_203,KIF11_203_2,Non-Acidified,3,LP.MF,28.5,37.6,278,222,245,311.6,256 - 512 g,,,Fish
1569,PA.INSU,BI,KIF11_202,KIF11_202_1,Non-Acidified,3,LP.MF,28.9,34,262,222,240,292.5,256 - 512 g,"tail was damaged, TL is a minimum",work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1569,PA.INSU,BI,KIF11_202,KIF11_202_2,Non-Acidified,3,LP.MF,28.9,34,262,222,240,292.5,256 - 512 g,"tail was damaged, TL is a minimum",,Fish
1431,PA.INSU,BI,KIF11_064,KIF11_064_1,Non-Acidified,30,HP.HF,30,35.2,270,221,226,230.8,128 - 256 g,,,Fish
1762,PA.INSU,BI,KIF11_299,KIF11_299_1,Non-Acidified,11,LP.LF,30.2,33.6,274,219,242,263.4,256 - 512 g,,,Fish
1572,PA.INSU,BI,KIF11_205,KIF11_205_1,Non-Acidified,3,LP.MF,28.6,33.5,270,217,241,306.5,256 - 512 g,,,Fish
1425,PA.INSU,BI,KIF11_058,KIF11_058_1,Non-Acidified,9,HP.MF,22.5,27.5,271,216,243,306.4,256 - 512 g,,,Fish
1378,PA.INSU,BI,KIF11_011,KIF11_011_1,Non-Acidified,30,HP.HF,27.24,31.14,271,215,235,297,256 - 512 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1605,PA.INSU,BI,KIF11_238,KIF11_238_1,Non-Acidified,40,HP.MF,34.3,38.7,267,215,239,230.6,128 - 256 g,,,Fish
1559,PA.INSU,BI,KIF11_192,KIF11_192_1,Non-Acidified,3,LP.MF,26.9,33.4,265,214,234,269.9,256 - 512 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1559,PA.INSU,BI,KIF11_192,KIF11_192_2,Non-Acidified,3,LP.MF,26.9,33.4,265,214,234,269.9,256 - 512 g,,,Fish
1491,PA.INSU,BI,KIF11_124,KIF11_124_1,Non-Acidified,38,LP.MF,32.7,33.6,270,214,236,230.2,128 - 256 g,,,Fish
1752,PA.INSU,BI,KIF11_289,KIF11_289_1,Non-Acidified,10,LP.LF,28,28,262,212,230,248.1,128 - 256 g,,,Fish
1413,PA.INSU,BI,KIF11_046,KIF11_046_1,Non-Acidified,27,HP.HF,22,32,256,210,226,252.6,128 - 256 g,,,Fish
1755,PA.INSU,BI,KIF11_292,KIF11_292_1,Non-Acidified,10,LP.LF,32.6,37,267,209,230,218.5,128 - 256 g,,,Fish
1527,PA.INSU,BI,KIF11_160,KIF11_160_1,Non-Acidified,27,HP.HF,28.2,29,250,205,222,258.6,256 - 512 g,,,Fish
1571,PA.INSU,BI,KIF11_204,KIF11_204_1,Non-Acidified,3,LP.MF,26.3,32.7,250,203,226,234.5,128 - 256 g,,work study student forgot to remove samples from the oven prior to the christmas break; samples left in the oven were denoted with a '*' on the vial,Fish
1571,PA.INSU,BI,KIF11_204,KIF11_204_2,Non-Acidified,3,LP.MF,26.3,32.7,250,203,226,234.5,128 - 256 g,,,Fish
1382,PA.INSU,BI,KIF11_015,KIF11_015_1,Non-Acidified,34,HP.LF,25.58,31.96,249,203,221,227.4,128 - 256 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1494,PA.INSU,BI,KIF11_127,KIF11_127_1,Non-Acidified,38,LP.MF,24,29,247,201,22,208.4,128 - 256 g,,,Fish
2624,PA.INSU,BI,KIF12_330,KIF12_330_1,Non-Acidified,15,LP.LF,34,37.8,248,200,,168.5,128 - 256 g,,,Fish
2620,PA.INSU,BI,KIF12_326,KIF12_326_1,Non-Acidified,15,LP.LF,29.4,31.1,246,199,,240,128 - 256 g,,,Fish
1745,PA.INSU,BI,KIF11_474,KIF11_474_1,Non-Acidified,11,LP.LF,32.7,31.7,250,199,218,192,128 - 256 g,,,Fish
1708,PA.INSU,BI,KIF11_437,KIF11_437_1,Non-Acidified,9,HP.MF,27.7,23.6,247,195,212,201.1,128 - 256 g,,,Fish
1706,PA.INSU,BI,KIF11_435,KIF11_435_1,Non-Acidified,9,HP.MF,28.6,28.5,240,194,217,193.9,128 - 256 g,,,Fish
2466,PA.INSU,BI,KIF12_172,KIF12_172_1,Non-Acidified,40,HP.MF,31.1,37,236,193,,159.1,128 - 256 g,,,Fish
1761,PA.INSU,BI,KIF11_298,KIF11_298_1,Non-Acidified,11,LP.LF,30.4,33,240,187,210,166.2,128 - 256 g,,,Fish
1761,PA.INSU,BI,KIF11_298,KIF11_298_1,Non-Acidified,11,LP.LF,30.4,33,240,187,210,166.2,128 - 256 g,,,Fish
1514,PA.INSU,BI,KIF11_147,KIF11_147_1,Non-Acidified,3,LP.MF,29.6,34.4,237,186,208,176,128 - 256 g,,,Fish
1415,PA.INSU,BI,KIF11_048,KIF11_048_1,Non-Acidified,27,HP.HF,18,24.5,230,184,206,191.4,128 - 256 g,,,Fish
1763,PA.INSU,BI,KIF11_300,KIF11_300_1,Non-Acidified,11,LP.LF,25.5,29.4,227,184,197,131.9,128 - 256 g,,,Fish
1489,PA.INSU,BI,KIF11_122,KIF11_122_1,Non-Acidified,38,LP.MF,21.4,29.4,226,180,200,145.8,128 - 256 g,,,Fish
2616,PA.INSU,BI,KIF12_322,KIF12_322_1,Non-Acidified,19,LP.LF,27.1,27.2,217,180,,138.4,128 - 256 g,,,Fish
1377,PA.INSU,BI,KIF11_010,KIF11_010_1,Non-Acidified,30,HP.HF,19.78,22.05,219,177,194,149.6,128 - 256 g,date of processing not certain,,Fish
1377,PA.INSU,BI,KIF11_010,KIF11_010_1,Non-Acidified,30,HP.HF,19.78,22.05,219,177,194,149.6,128 - 256 g,date of processing not certain,,Fish
1809,PA.INSU,BI,KIF11_346,KIF11_346_1,,11,LP.LF,23.5,24,212,177,186,112.8,64 - 128 g,"CHECK WITH KELSEA - NOTES SAY SHOT THROUGH HEAD, BUT NOT CLEAR FROM PHOTO. shot through head",,Fish
2592,PA.INSU,BI,KIF12_298,KIF12_298_1,Non-Acidified,3,LP.MF,31.1,32.5,220,174,,137.7,128 - 256 g,,,Fish
1370,PA.INSU,BI,KIF11_003,KIF11_003_1,Non-Acidified,34,HP.LF,23.69,21.79,210,170,189,147.2,128 - 256 g,date of processing not certain,,Fish
1371,PA.INSU,BI,KIF11_004,KIF11_004_1,Non-Acidified,34,HP.LF,24.63,26.33,212,169,180,129,128 - 256 g,date of processing not certain,,Fish
1607,PA.INSU,BI,KIF11_240,KIF11_240_1,Non-Acidified,40,HP.MF,27.1,29,211,169,189,116.2,64 - 128 g,,,Fish
1707,PA.INSU,BI,KIF11_436,KIF11_436_1,Non-Acidified,9,HP.MF,20,22.6,206,168,179,109.5,64 - 128 g,,,Fish
1380,PA.INSU,BI,KIF11_013,KIF11_013_1,Non-Acidified,30,HP.HF,25.84,29.93,210,167,184,140.4,128 - 256 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1501,PA.INSU,BI,KIF11_134,KIF11_134_1,Non-Acidified,33,HP.MF,22.6,24,205,162,183,110,64 - 128 g,,,Fish
2460,PA.INSU,BI,KIF12_166,KIF12_166_1,Non-Acidified,40,HP.MF,13.6,11.3,199,159,,85.8,64 - 128 g,,,Fish
1608,PA.INSU,BI,KIF11_241,KIF11_241_1,Non-Acidified,40,HP.MF,27,27,199,158,176,92.9,64 - 128 g,,,Fish
2445,PA.INSU,BI,KIF12_151,KIF12_151_1,Non-Acidified,6,HP.LF,24.6,28.4,173,157,,88,64 - 128 g,,,Fish
1810,PA.INSU,BI,KIF11_347,KIF11_347_1,,11,LP.LF,16.8,18,194,157,173,78.1,64 - 128 g,CHECK WITH KELSEA - INTERPRETATION OF 'lots of intenstinal stuff',,Fish
1379,PA.INSU,BI,KIF11_012,KIF11_012_1,Non-Acidified,30,HP.HF,23.27,25.36,195,156,169,98.9,64 - 128 g,"no label in photo, photos on JKB's G12 in order fish were processed IMG_0986 to IMG_1018",,Fish
1492,PA.INSU,BI,KIF11_125,KIF11_125_1,Non-Acidified,38,LP.MF,24,22,193,156,169,92.2,64 - 128 g,,,Fish
1464,PA.INSU,BI,KIF11_097,KIF11_097_1,Non-Acidified,35,HP.LF,29.3,31.7,195,154,169,93,64 - 128 g,,,Fish
1464,PA.INSU,BI,KIF11_097,KIF11_097_1,Non-Acidified,35,HP.LF,29.3,31.7,195,154,169,93,64 - 128 g,,,Fish
1464,PA.INSU,BI,KIF11_097,KIF11_097_1,Non-Acidified,35,HP.LF,29.3,31.7,195,154,169,93,64 - 128 g,,,Fish
1518,PA.INSU,BI,KIF11_151,KIF11_151_1,Non-Acidified,3,LP.MF,21.5,22.5,186,152,164,85.6,64 - 128 g,,,Fish
2568,PA.INSU,BI,KIF12_274,KIF12_274_1,Non-Acidified,8,HP.LF,23.5,26.1,186,145,,78.3,64 - 128 g,,,Fish
2508,PA.INSU,BI,KIF12_214,KIF12_214_1,Non-Acidified,33,HP.MF,23.5,26.6,169,143,,59.5,32 - 64 g,,,Fish
2657,PA.INSU,BI,KIF12_363,KIF12_363_1,Non-Acidified,38,LP.MF,21.3,24,176,140,,64.9,64 - 128 g,,,Fish
2523,PA.INSU,BI,KIF12_229,KIF12_229_1,Non-Acidified,6,HP.LF,27.1,29.4,173,134.3,,67,64 - 128 g,,,Fish
2597,PA.INSU,BI,KIF12_303,KIF12_303_1,Non-Acidified,3,LP.MF,21.6,22.6,162.1,132.5,,49.2,32 - 64 g,,,Fish
1267,PA.INSU,BI,PARINS040,PA.INSU040_A,Acidified,Site Not Certain,,15.04,14.74,162,130,,53.8,32 - 64 g,"2 in bag, no label","2 in bag, no label",Fish
2595,PA.INSU,BI,KIF12_301,KIF12_301_1,Non-Acidified,3,LP.MF,19,22.6,159,129,,47,32 - 64 g,,,Fish
2453,PA.INSU,BI,KIF12_159,KIF12_159_1,Non-Acidified,6,HP.LF,17.9,20.6,153.3,121.3,,43.6,32 - 64 g,,,Fish
2566,PA.INSU,BI,KIF12_272,KIF12_272_1,Non-Acidified,8,HP.LF,17,19.1,147.6,118.8,,42.9,32 - 64 g,,,Fish
2658,PA.INSU,BI,KIF12_364,KIF12_364_1,Non-Acidified,38,LP.MF,19.5,21.9,154.8,117,,45,32 - 64 g,,,Fish
2636,PA.INSU,BI,KIF12_342,KIF12_342_1,Non-Acidified,30,HP.HF,20.8,23.7,155,116.9,,460,256 - 512 g,,,Fish
2505,PA.INSU,BI,KIF12_211,KIF12_211_1,Non-Acidified,33,HP.MF,22.2,26.4,143.8,114.9,,35,32 - 64 g,,,Fish
2444,PA.INSU,BI,KIF12_150,KIF12_150_1,Non-Acidified,6,HP.LF,18.4,18.1,143.5,113.6,,34.6,32 - 64 g,,,Fish
2507,PA.INSU,BI,KIF12_213,KIF12_213_1,Non-Acidified,33,HP.MF,18.7,18.7,131.8,113.3,,25.6,16 - 32 g,,,Fish
2499,PA.INSU,BI,KIF12_205,KIF12_205_1,Non-Acidified,30,HP.HF,18.6,18.5,133.2,106,,29.2,16 - 32 g,,,Fish
2506,PA.INSU,BI,KIF12_212,KIF12_212_1,Non-Acidified,33,HP.MF,14.3,16.7,136.7,105.5,,33.6,32 - 64 g,,,Fish
2473,PA.INSU,BI,KIF12_179,KIF12_179_1,Non-Acidified,30,HP.HF,15.7,18,132.1,102.7,,25,16 - 32 g,,,Fish
1416,PA.INSU,BI,KIF11_049,KIF11_049_1,Non-Acidified,27,HP.HF,12.5,13.5,120,98,107,24.3,16 - 32 g,,,Fish
1709,PA.INSU,BI,KIF11_438,KIF11_438_1,Non-Acidified,9,HP.MF,11.2,12.4,117,94,102,19.2,16 - 32 g,,,Fish
1932,PA.INSU,BI,KIF11_565,KIF11_565_1,,35,HP.LF,10.1,9.5,102.2,82,88.4,13.5,8 - 16 g,CHECK WITH ANGELEEN WHETHER LABEL IN PHOTO SHOULD BE 469 OR 565,,Fish
1932,PA.INSU,BI,KIF11_565,KIF11_565_1,,35,HP.LF,10.1,9.5,102.2,82,88.4,13.5,8 - 16 g,CHECK WITH ANGELEEN WHETHER LABEL IN PHOTO SHOULD BE 469 OR 565,,Fish
1268,PA.INSU,BI,PARINS041,PA.INSU041_A,Acidified,Site Not Certain,,8.66,5.47,98.76,79.02,,14,8 - 16 g,NA,NA,Fish
1243,PA.INSU,BI,PARINS039,PA.INSU039_A,Acidified,27,HP.HF,9.33,9.03,96.25,78.63,,9.6,8 - 16 g,NA,NA,Fish
2474,PA.INSU,BI,KIF12_180,KIF12_180_1,Non-Acidified,30,HP.HF,10.6,11.7,93.2,72.1,,9.4,8 - 16 g,,,Fish
2045,PA.INSU,BI,KIF11_1086,KIF11_1086_1,,27,HP.HF,4.1,4.9,71.7,59.7,63,4.4,4 - 8 g,,,Fish
2016,PL.DICK,Om,KIF11_1057,KIF11_1057_1,,10,LP.LF,5.6,3.9,103.8,81,95.5,32.6,32 - 64 g,,,Fish
1901,PL.DICK,Om,KIF11_534,KIF11_534_1,,40,HP.MF,5.7,3.3,,65.8,,15.3,8 - 16 g,tail broken,,Fish
1908,PL.DICK,Om,KIF11_541,KIF11_541_1,,40,HP.MF,5.4,4.3,84,63,75,12.8,8 - 16 g,"*For these samples, the hand written labels from 554 onward showed labels 54x rather than 55x. It's not clear if this rproblem was present for fish <554, but if so, it is likely 40s and 50s were reveresed for this day.",,Fish
1842,PL.DICK,Om,KIF11_379,KIF11_379_1,,40,HP.MF,5.5,3.1,,62.2,69.9,11.7,8 - 16 g,tail broken,,Fish
1910,PL.DICK,Om,KIF11_543,KIF11_543_1,,40,HP.MF,5.4,3.7,79.1,60,71.6,11.9,8 - 16 g,*,,Fish
1843,PL.DICK,Om,KIF11_380,KIF11_380_1,,40,HP.MF,4.5,3.4,78.9,59.7,68.8,10.6,8 - 16 g,,,Fish
1846,PL.DICK,Om,KIF11_383,KIF11_383_1,,40,HP.MF,4.9,3.5,,59.4,66.6,11.1,8 - 16 g,tail broken,,Fish
1844,PL.DICK,Om,KIF11_381,KIF11_381_1,,40,HP.MF,5,3.6,,59.4,67.1,10.6,8 - 16 g,tail broken,,Fish
1909,PL.DICK,Om,KIF11_542,KIF11_542_1,,40,HP.MF,6.4,3.9,82.9,59.2,72,14.1,8 - 16 g,*,,Fish
1911,PL.DICK,Om,KIF11_544,KIF11_544_1,,40,HP.MF,5.5,3.7,74.3,57.8,68.6,10.5,8 - 16 g,*,,Fish
2031,PL.DICK,Om,KIF11_1072,KIF11_1072_1,,30,HP.HF,4.2,2.7,76,57,66.6,10.7,8 - 16 g,,,Fish
1841,PL.DICK,Om,KIF11_378,KIF11_378_1,,40,HP.MF,4.5,3.7,,55.7,65.8,12.5,8 - 16 g,tail broken,,Fish
1887,PL.DICK,Om,KIF11_520,KIF11_520_1,,40,HP.MF,4.5,3.7,71.5,55.6,65.6,10.4,8 - 16 g,,,Fish
1912,PL.DICK,Om,KIF11_545,KIF11_545_1,,40,HP.MF,9.5,7.7,69.7,54.2,64.7,9.4,8 - 16 g,*,,Fish
1913,PL.DICK,Om,KIF11_546,KIF11_546_1,,40,HP.MF,5.1,3.6,74.6,54,65.8,9.7,8 - 16 g,*,,Fish
2030,PL.DICK,Om,KIF11_1071,KIF11_1071_1,,30,HP.HF,4.2,3.9,,53.5,63.8,8,4 - 8 g,tail broken,,Fish
1845,PL.DICK,Om,KIF11_382,KIF11_382_1,,40,HP.MF,4.4,3.8,,53.2,,8.2,8 - 16 g,tail broken,,Fish
1914,PL.DICK,Om,KIF11_547,KIF11_547_1,,40,HP.MF,5.1,3.1,,52.3,63,8.4,8 - 16 g,"*, tail broken",,Fish
1885,PL.DICK,Om,KIF11_518,KIF11_518_1,,23,EXTRA,5,3.6,66.3,50.7,60.8,8.3,8 - 16 g,,,Fish
1931,PL.DICK,Om,KIF11_564,KIF11_564_1,,9,HP.MF,4.3,4,,48.9,57.4,7.2,4 - 8 g,tail broken,,Fish
